player_appearance_id,checkpoint,fixture_id,is_home,position,cumul_press_events,last15_press_events,press_turnover_rate,top_third_press_share,forward_pass_share,mean_abs_pass_angle,cumul_pressing_others,pressing_minus_pressed
39421,H1_15,1159,True,G,0.0,0.0,,,,,0.0,0.0
39422,H1_15,1159,True,D,4.0,4.0,0.5,0.0,1.0,21.14864678051866,1.0,-3.0
39423,H1_15,1159,True,D,0.0,0.0,,,,,2.0,2.0
39424,H1_15,1159,True,D,1.0,1.0,0.0,0.0,1.0,23.1555292307652,0.0,-1.0
39425,H1_15,1159,True,A,4.0,4.0,0.75,0.25,0.0,36.15409465585366,9.0,5.0
39426,H1_15,1159,True,M,4.0,4.0,0.75,0.0,0.0,0.5988724005967849,9.0,5.0
39429,H1_15,1159,True,M,0.0,0.0,,,,,1.0,1.0
39431,H1_15,1159,True,M,2.0,2.0,0.5,0.0,0.0,9.18037209130572,3.0,1.0
39433,H1_15,1159,True,M,3.0,3.0,0.6666666666666666,0.0,0.0,68.7941655393476,7.0,4.0
39435,H1_15,1159,True,D,3.0,3.0,0.6666666666666666,0.0,0.0,15.839223718574582,8.0,5.0
39436,H1_15,1159,True,M,3.0,3.0,0.3333333333333333,0.0,0.5,38.184629486939926,6.0,3.0
39437,H1_15,1159,False,G,0.0,0.0,,,,,0.0,0.0
39438,H1_15,1159,False,D,3.0,3.0,0.0,0.0,0.3333333333333333,49.60343876326393,4.0,1.0
39439,H1_15,1159,False,D,8.0,8.0,0.125,0.0,0.2857142857142857,62.88117627380817,1.0,-7.0
39440,H1_15,1159,False,D,1.0,1.0,0.0,0.0,0.0,31.88226412155848,0.0,-1.0
39441,H1_15,1159,False,M,6.0,6.0,0.3333333333333333,0.6666666666666666,0.25,29.63145554661976,4.0,-2.0
39442,H1_15,1159,False,M,7.0,7.0,0.5714285714285714,0.7142857142857143,0.5,32.971768334872166,3.0,-4.0
39443,H1_15,1159,False,M,7.0,7.0,0.2857142857142857,0.14285714285714285,0.0,42.96405967776414,1.0,-6.0
39444,H1_15,1159,False,A,1.0,1.0,1.0,0.0,,,4.0,3.0
39445,H1_15,1159,False,M,5.0,5.0,0.6,1.0,0.0,21.04819100471297,2.0,-3.0
39448,H1_15,1159,False,M,3.0,3.0,0.6666666666666666,1.0,0.0,41.38505371581393,2.0,-1.0
39449,H1_15,1159,False,D,5.0,5.0,0.6,0.6,0.0,61.0181329987337,3.0,-2.0
39421,H1_30,1159,True,G,0.0,0.0,,,,,0.0,0.0
39422,H1_30,1159,True,D,7.0,3.0,0.42857142857142855,0.0,0.5,43.00789534550594,5.0,-2.0
39423,H1_30,1159,True,D,3.0,3.0,0.3333333333333333,0.6666666666666666,0.0,49.92637378809049,3.0,0.0
39424,H1_30,1159,True,D,2.0,1.0,0.0,0.0,1.0,23.1555292307652,2.0,0.0
39425,H1_30,1159,True,A,4.0,0.0,0.75,0.25,0.0,36.15409465585366,18.0,14.0
39426,H1_30,1159,True,M,7.0,3.0,0.5714285714285714,0.2857142857142857,0.3333333333333333,30.006342838106374,14.0,7.0
39429,H1_30,1159,True,M,2.0,2.0,0.5,0.5,0.0,62.81495706407442,7.0,5.0
39431,H1_30,1159,True,M,3.0,1.0,0.6666666666666666,0.3333333333333333,0.0,9.18037209130572,5.0,2.0
39433,H1_30,1159,True,M,5.0,2.0,0.6,0.4,0.0,73.53566418054429,13.0,8.0
39435,H1_30,1159,True,D,6.0,3.0,0.6666666666666666,0.16666666666666666,0.0,11.736667526572857,11.0,5.0
39436,H1_30,1159,True,M,8.0,5.0,0.25,0.25,0.6,49.42987901927176,13.0,5.0
39437,H1_30,1159,False,G,0.0,0.0,,,,,0.0,0.0
39438,H1_30,1159,False,D,5.0,2.0,0.0,0.2,0.6,45.56635235265766,5.0,0.0
39439,H1_30,1159,False,D,14.0,6.0,0.21428571428571427,0.0,0.45454545454545453,57.29223319463658,1.0,-13.0
39440,H1_30,1159,False,D,2.0,1.0,0.0,0.0,0.0,60.512373435527145,0.0,-2.0
39441,H1_30,1159,False,M,14.0,8.0,0.21428571428571427,0.2857142857142857,0.3333333333333333,34.167418945877614,6.0,-8.0
39442,H1_30,1159,False,M,12.0,5.0,0.3333333333333333,0.5,0.3333333333333333,25.890553728141327,6.0,-6.0
39443,H1_30,1159,False,M,16.0,9.0,0.3125,0.1875,0.18181818181818182,35.4778396168588,3.0,-13.0
39444,H1_30,1159,False,A,7.0,6.0,0.7142857142857143,0.0,0.5,32.730865883250345,11.0,4.0
39445,H1_30,1159,False,M,10.0,5.0,0.5,0.7,0.2,41.10065033778037,10.0,0.0
39448,H1_30,1159,False,M,4.0,1.0,0.5,0.75,0.0,20.98514482831179,2.0,-2.0
39449,H1_30,1159,False,D,7.0,2.0,0.42857142857142855,0.42857142857142855,0.3333333333333333,42.40033391999085,3.0,-4.0
39421,H1_45,1159,True,G,0.0,0.0,,,,,0.0,0.0
39422,H1_45,1159,True,D,9.0,2.0,0.3333333333333333,0.0,0.3333333333333333,49.46889126382674,7.0,-2.0
39423,H1_45,1159,True,D,4.0,1.0,0.25,0.5,0.0,54.61656305297053,6.0,2.0
39424,H1_45,1159,True,D,12.0,10.0,0.5,0.3333333333333333,0.4,28.352555039815293,4.0,-8.0
39425,H1_45,1159,True,A,8.0,4.0,0.625,0.125,0.6666666666666666,38.03956119621838,24.0,16.0
39426,H1_45,1159,True,M,14.0,7.0,0.5714285714285714,0.35714285714285715,0.16666666666666666,41.71421800254098,22.0,8.0
39429,H1_45,1159,True,M,7.0,5.0,0.5714285714285714,0.42857142857142855,0.3333333333333333,65.41538839723296,12.0,5.0
39431,H1_45,1159,True,M,8.0,5.0,0.5,0.375,0.3333333333333333,31.33707750230521,6.0,-2.0
39433,H1_45,1159,True,M,6.0,1.0,0.5,0.5,0.0,58.99987833328688,14.0,8.0
39435,H1_45,1159,True,D,7.0,1.0,0.5714285714285714,0.14285714285714285,0.0,22.37283190585856,13.0,6.0
39436,H1_45,1159,True,M,16.0,8.0,0.375,0.1875,0.4444444444444444,48.68910918516798,17.0,1.0
39437,H1_45,1159,False,G,1.0,1.0,0.0,0.0,1.0,16.90843716191842,0.0,-1.0
39438,H1_45,1159,False,D,7.0,2.0,0.0,0.2857142857142857,0.5,44.66714059812366,8.0,1.0
39439,H1_45,1159,False,D,15.0,1.0,0.2,0.0,0.5,53.301585347777696,1.0,-14.0
39440,H1_45,1159,False,D,4.0,2.0,0.0,0.0,0.0,63.434249041469585,5.0,1.0
39441,H1_45,1159,False,M,22.0,8.0,0.22727272727272727,0.2727272727272727,0.3333333333333333,47.095500205582844,13.0,-9.0
39442,H1_45,1159,False,M,14.0,2.0,0.35714285714285715,0.5714285714285714,0.3333333333333333,25.890553728141327,7.0,-7.0
39443,H1_45,1159,False,M,20.0,4.0,0.25,0.2,0.2,35.351576955166465,8.0,-12.0
39444,H1_45,1159,False,A,11.0,4.0,0.6363636363636364,0.0,0.5,39.08558026767568,20.0,9.0
39445,H1_45,1159,False,M,17.0,7.0,0.4117647058823529,0.5882352941176471,0.2,32.90661723416382,14.0,-3.0
39448,H1_45,1159,False,M,5.0,1.0,0.6,0.6,0.0,20.98514482831179,11.0,6.0
39449,H1_45,1159,False,D,9.0,2.0,0.3333333333333333,0.4444444444444444,0.4,52.70374716707253,4.0,-5.0
39421,H2_15,1159,True,G,0.0,0.0,,,,,0.0,0.0
39422,H2_15,1159,True,D,11.0,1.0,0.36363636363636365,0.0,0.42857142857142855,45.11161062808709,8.0,-3.0
39423,H2_15,1159,True,D,5.0,1.0,0.4,0.4,0.0,54.61656305297053,9.0,4.0
39424,H2_15,1159,True,D,15.0,3.0,0.5333333333333333,0.3333333333333333,0.3333333333333333,28.759019176833977,5.0,-10.0
39425,H2_15,1159,True,A,9.0,1.0,0.5555555555555556,0.2222222222222222,0.75,37.375800425749965,28.0,19.0
39426,H2_15,1159,True,M,14.0,0.0,0.5714285714285714,0.35714285714285715,0.16666666666666666,41.71421800254098,33.0,19.0
39429,H2_15,1159,True,M,7.0,0.0,0.5714285714285714,0.42857142857142855,0.3333333333333333,65.41538839723296,13.0,6.0
39431,H2_15,1159,True,M,11.0,3.0,0.5454545454545454,0.36363636363636365,0.5,29.93852359410863,12.0,1.0
39433,H2_15,1159,True,M,7.0,1.0,0.42857142857142855,0.5714285714285714,0.0,58.99987833328688,15.0,8.0
39435,H2_15,1159,True,D,9.0,2.0,0.5555555555555556,0.1111111111111111,0.0,22.37283190585856,14.0,5.0
39436,H2_15,1159,True,M,17.0,0.0,0.35294117647058826,0.17647058823529413,0.4,48.09955107073271,17.0,0.0
39437,H2_15,1159,False,G,1.0,0.0,0.0,0.0,1.0,16.90843716191842,0.0,-1.0
39438,H2_15,1159,False,D,11.0,4.0,0.18181818181818182,0.36363636363636365,0.5,45.43572552794197,10.0,-1.0
39439,H2_15,1159,False,D,16.0,0.0,0.1875,0.0,0.46153846153846156,55.36629000053715,2.0,-14.0
39440,H2_15,1159,False,D,4.0,0.0,0.0,0.0,0.0,63.434249041469585,6.0,2.0
39441,H2_15,1159,False,M,23.0,1.0,0.2608695652173913,0.2608695652173913,0.3333333333333333,47.095500205582844,13.0,-10.0
